Participant_ID,Name,Age,Gender,Day,Sport Event,Score,College,State,Satisfaction_Rating,Feedback
P1714,Participant_447,20,Female,4,Cycling,80,College E,Tamil Nadu,4,Loved the experience!
P1714,Participant_447,20,Female,5,Football,98,College C,Kerala,2,Facilities need improvement.
P3319,Participant_494,22,Other,1,Swimming,44,College D,Kerala,2,Would love more variety in events.
P3319,Participant_494,22,Other,2,Tennis,19,College B,Karnataka,3,Facilities need improvement.
P3319,Participant_494,22,Other,3,Cycling,40,College B,Karnataka,1,Great energy and atmosphere!
P3319,Participant_494,22,Other,4,Running,13,College E,Tamil Nadu,3,Great energy and atmosphere!
P3319,Participant_494,22,Other,5,Table Tennis,80,College B,Karnataka,5,Facilities need improvement.
P5562,Participant_613,21,Male,1,Football,84,College F,Andhra Pradesh,1,Looking forward to next time.
P5562,Participant_613,21,Male,2,Basketball,95,College D,Kerala,5,Amazing competition!
P5562,Participant_613,21,Male,3,Basketball,75,College A,Karnataka,2,Loved the experience!
P5562,Participant_613,21,Male,4,Volleyball,93,College F,Andhra Pradesh,2,Had a great time!
P5562,Participant_613,21,Male,5,Table Tennis,37,College B,Karnataka,4,Enjoyed every moment!
P4261,Participant_407,26,Female,1,Table Tennis,29,College B,Karnataka,2,Enjoyed every moment!
P4261,Participant_407,26,Female,2,Volleyball,41,College D,Kerala,3,Would love more variety in events.
P4261,Participant_407,26,Female,3,Football,31,College E,Tamil Nadu,5,Well managed but could use better timing.
P4261,Participant_407,26,Female,4,Tennis,51,College D,Kerala,5,Had a great time!
P4261,Participant_407,26,Female,5,Basketball,67,College B,Karnataka,1,Amazing competition!
P4253,Participant_430,25,Male,1,Tennis,22,College A,Karnataka,2,Could be better organized.
P4253,Participant_430,25,Male,2,Swimming,23,College D,Kerala,5,Facilities need improvement.
P4253,Participant_430,25,Male,3,Badminton,68,College E,Tamil Nadu,3,Facilities need improvement.
P4253,Participant_430,25,Male,4,Volleyball,11,College A,Karnataka,4,Loved the experience!
P4253,Participant_430,25,Male,5,Swimming,15,College F,Andhra Pradesh,2,Could be better organized.
P4512,Participant_159,21,Male,1,Basketball,80,College E,Tamil Nadu,1,Had a great time!
P4512,Participant_159,21,Male,2,Swimming,62,College A,Karnataka,4,Facilities need improvement.
P4512,Participant_159,21,Male,3,Football,34,College C,Kerala,2,Had a great time!
P4512,Participant_159,21,Male,4,Volleyball,77,College A,Karnataka,4,Enjoyed every moment!
P4512,Participant_159,21,Male,5,Football,88,College B,Karnataka,3,Great energy and atmosphere!
P4993,Participant_507,20,Male,1,Volleyball,43,College E,Tamil Nadu,3,Loved the experience!
P4993,Participant_507,20,Male,2,Football,70,College C,Kerala,3,Loved the experience!
P4993,Participant_507,20,Male,3,Basketball,18,College B,Karnataka,3,Looking forward to next time.
P4993,Participant_507,20,Male,4,Tennis,57,College A,Karnataka,5,Great energy and atmosphere!
P4993,Participant_507,20,Male,5,Badminton,82,College A,Karnataka,2,Amazing competition!
P4544,Participant_452,25,Other,1,Table Tennis,14,College B,Karnataka,3,Loved the experience!
P4544,Participant_452,25,Other,2,Running,97,College C,Kerala,4,Loved the experience!
P4544,Participant_452,25,Other,3,Badminton,4,College D,Kerala,2,Loved the experience!
P4544,Participant_452,25,Other,4,Basketball,22,College D,Kerala,4,Loved the experience!
P4544,Participant_452,25,Other,5,Tennis,20,College F,Andhra Pradesh,1,Had a great time!
P3121,Participant_639,24,Male,1,Volleyball,11,College B,Karnataka,1,Enjoyed every moment!
P3121,Participant_639,24,Male,2,Football,59,College D,Kerala,1,Amazing competition!
P3121,Participant_639,24,Male,3,Swimming,41,College A,Karnataka,3,Amazing competition!
P3121,Participant_639,24,Male,4,Archery,52,College F,Andhra Pradesh,1,Would love more variety in events.
P3121,Participant_639,24,Male,5,Running,45,College B,Karnataka,4,Could be better organized.
P7847,Participant_762,18,Other,1,Cycling,39,College B,Karnataka,2,Could be better organized.
P7847,Participant_762,18,Other,2,Table Tennis,2,College B,Karnataka,2,Great energy and atmosphere!
P7847,Participant_762,18,Other,3,Football,86,College C,Kerala,4,Would love more variety in events.
P7847,Participant_762,18,Other,4,Volleyball,37,College B,Karnataka,4,Amazing competition!
P7847,Participant_762,18,Other,5,Basketball,12,College B,Karnataka,3,Great energy and atmosphere!
P6227,Participant_574,21,Other,1,Swimming,77,College F,Andhra Pradesh,5,Facilities need improvement.
P6227,Participant_574,21,Other,2,Cycling,35,College A,Karnataka,4,Looking forward to next time.
P6227,Participant_574,21,Other,3,Badminton,81,College A,Karnataka,5,Could be better organized.
P6227,Participant_574,21,Other,4,Swimming,6,College A,Karnataka,2,Looking forward to next time.
P6227,Participant_574,21,Other,5,Football,90,College D,Kerala,1,Amazing competition!
P7126,Participant_688,20,Male,1,Running,87,College D,Kerala,3,Enjoyed every moment!
P7126,Participant_688,20,Male,2,Basketball,84,College E,Tamil Nadu,2,Facilities need improvement.
P7126,Participant_688,20,Male,3,Cycling,11,College C,Kerala,4,Great energy and atmosphere!
P7126,Participant_688,20,Male,4,Archery,75,College D,Kerala,4,Had a great time!
P7126,Participant_688,20,Male,5,Archery,66,College A,Karnataka,3,Loved the experience!
P9844,Participant_218,26,Male,1,Football,88,College E,Tamil Nadu,3,Could be better organized.
P9844,Participant_218,26,Male,2,Running,71,College A,Karnataka,1,Could be better organized.
P9844,Participant_218,26,Male,3,Running,15,College D,Kerala,4,Could be better organized.
P9844,Participant_218,26,Male,4,Volleyball,16,College F,Andhra Pradesh,1,Facilities need improvement.
P9844,Participant_218,26,Male,5,Table Tennis,57,College A,Karnataka,4,Enjoyed every moment!
P8273,Participant_746,21,Male,1,Volleyball,62,College D,Kerala,3,Amazing competition!
P8273,Participant_746,21,Male,2,Volleyball,60,College E,Tamil Nadu,5,Had a great time!
P8273,Participant_746,21,Male,3,Cycling,3,College C,Kerala,3,Loved the experience!
P8273,Participant_746,21,Male,4,Archery,80,College E,Tamil Nadu,1,Enjoyed every moment!
P8273,Participant_746,21,Male,5,Basketball,54,College B,Karnataka,2,Enjoyed every moment!
P9460,Participant_76,25,Female,1,Badminton,84,College B,Karnataka,4,Facilities need improvement.
P9460,Participant_76,25,Female,2,Table Tennis,72,College C,Kerala,2,Great energy and atmosphere!
P9460,Participant_76,25,Female,3,Table Tennis,74,College B,Karnataka,3,Loved the experience!
P9460,Participant_76,25,Female,4,Badminton,30,College E,Tamil Nadu,2,Could be better organized.
P9460,Participant_76,25,Female,5,Archery,81,College C,Kerala,2,Could be better organized.
P6889,Participant_918,25,Female,1,Basketball,38,College C,Kerala,2,Facilities need improvement.
P6889,Participant_918,25,Female,2,Basketball,43,College C,Kerala,1,Had a great time!
P6889,Participant_918,25,Female,3,Archery,76,College E,Tamil Nadu,3,Well managed but could use better timing.
P6889,Participant_918,25,Female,4,Tennis,1,College D,Kerala,5,Looking forward to next time.
P6889,Participant_918,25,Female,5,Volleyball,24,College A,Karnataka,1,Great energy and atmosphere!
P2012,Participant_899,26,Other,1,Volleyball,3,College F,Andhra Pradesh,1,Well managed but could use better timing.
P2012,Participant_899,26,Other,2,Running,30,College B,Karnataka,3,Amazing competition!
P2012,Participant_899,26,Other,3,Badminton,10,College F,Andhra Pradesh,3,Amazing competition!
P2012,Participant_899,26,Other,4,Running,58,College E,Tamil Nadu,3,Had a great time!
P2012,Participant_899,26,Other,5,Swimming,23,College E,Tamil Nadu,1,Well managed but could use better timing.
P6459,Participant_237,26,Female,1,Swimming,56,College D,Kerala,5,Had a great time!
P6459,Participant_237,26,Female,2,Swimming,12,College F,Andhra Pradesh,4,Loved the experience!
P6459,Participant_237,26,Female,3,Volleyball,68,College A,Karnataka,5,Great energy and atmosphere!
P6459,Participant_237,26,Female,4,Table Tennis,60,College D,Kerala,5,Looking forward to next time.
P6459,Participant_237,26,Female,5,Cycling,55,College C,Kerala,5,Enjoyed every moment!
P8195,Participant_420,23,Male,1,Archery,49,College D,Kerala,1,Amazing competition!
P8195,Participant_420,23,Male,2,Tennis,25,College B,Karnataka,4,Would love more variety in events.
P8195,Participant_420,23,Male,3,Volleyball,100,College D,Kerala,1,Amazing competition!
P8195,Participant_420,23,Male,4,Tennis,72,College E,Tamil Nadu,4,Enjoyed every moment!
P8195,Participant_420,23,Male,5,Tennis,61,College C,Kerala,2,Looking forward to next time.
P5184,Participant_108,24,Female,1,Table Tennis,74,College B,Karnataka,2,Looking forward to next time.
P5184,Participant_108,24,Female,2,Football,96,College C,Kerala,4,Enjoyed every moment!
P5184,Participant_108,24,Female,3,Tennis,70,College A,Karnataka,3,Looking forward to next time.
P5184,Participant_108,24,Female,4,Badminton,89,College F,Andhra Pradesh,1,Would love more variety in events.
P5184,Participant_108,24,Female,5,Tennis,8,College D,Kerala,5,Had a great time!
P3575,Participant_223,23,Other,1,Cycling,67,College A,Karnataka,4,Loved the experience!
P3575,Participant_223,23,Other,2,Tennis,68,College E,Tamil Nadu,1,Amazing competition!
P3575,Participant_223,23,Other,3,Tennis,34,College C,Kerala,3,Had a great time!
P3575,Participant_223,23,Other,4,Swimming,52,College A,Karnataka,5,Looking forward to next time.
P3575,Participant_223,23,Other,5,Table Tennis,74,College C,Kerala,3,Great energy and atmosphere!
P4731,Participant_966,21,Other,1,Basketball,82,College F,Andhra Pradesh,3,Amazing competition!
P4731,Participant_966,21,Other,2,Archery,49,College A,Karnataka,2,Loved the experience!
P4731,Participant_966,21,Other,3,Football,92,College F,Andhra Pradesh,1,Loved the experience!
P4731,Participant_966,21,Other,4,Table Tennis,73,College E,Tamil Nadu,5,Loved the experience!
P4731,Participant_966,21,Other,5,Volleyball,44,College E,Tamil Nadu,2,Would love more variety in events.
P5241,Participant_177,21,Other,1,Football,45,College C,Kerala,5,Looking forward to next time.
P5241,Participant_177,21,Other,2,Basketball,66,College D,Kerala,2,Amazing competition!
P5241,Participant_177,21,Other,3,Badminton,43,College B,Karnataka,5,Loved the experience!
P5241,Participant_177,21,Other,4,Swimming,76,College B,Karnataka,4,Loved the experience!
P5241,Participant_177,21,Other,5,Archery,18,College C,Kerala,2,Had a great time!
P6376,Participant_376,25,Male,1,Archery,90,College F,Andhra Pradesh,1,Facilities need improvement.
P6376,Participant_376,25,Male,2,Swimming,95,College A,Karnataka,2,Facilities need improvement.
P6376,Participant_376,25,Male,3,Tennis,42,College C,Kerala,1,Looking forward to next time.
P6376,Participant_376,25,Male,4,Cycling,85,College B,Karnataka,1,Facilities need improvement.
P6376,Participant_376,25,Male,5,Tennis,86,College C,Kerala,1,Could be better organized.
P5898,Participant_987,18,Other,1,Badminton,89,College B,Karnataka,4,Would love more variety in events.
P5898,Participant_987,18,Other,2,Cycling,79,College A,Karnataka,5,Facilities need improvement.
P5898,Participant_987,18,Other,3,Basketball,35,College F,Andhra Pradesh,5,Looking forward to next time.
P5898,Participant_987,18,Other,4,Swimming,99,College E,Tamil Nadu,4,Facilities need improvement.
P5898,Participant_987,18,Other,5,Cycling,75,College A,Karnataka,4,Had a great time!
P4496,Participant_590,23,Other,1,Archery,49,College C,Kerala,2,Loved the experience!
P4496,Participant_590,23,Other,2,Archery,10,College A,Karnataka,5,Looking forward to next time.
P4496,Participant_590,23,Other,3,Archery,81,College E,Tamil Nadu,3,Looking forward to next time.
P4496,Participant_590,23,Other,4,Swimming,39,College B,Karnataka,2,Facilities need improvement.
P4496,Participant_590,23,Other,5,Basketball,28,College F,Andhra Pradesh,1,Would love more variety in events.
P1296,Participant_959,25,Other,1,Running,52,College D,Kerala,5,Enjoyed every moment!
P1296,Participant_959,25,Other,2,Table Tennis,75,College F,Andhra Pradesh,4,Enjoyed every moment!
P1296,Participant_959,25,Other,3,Basketball,45,College A,Karnataka,2,Amazing competition!
P1296,Participant_959,25,Other,4,Swimming,100,College B,Karnataka,1,Facilities need improvement.
P1296,Participant_959,25,Other,5,Swimming,18,College F,Andhra Pradesh,3,Amazing competition!
P8113,Participant_242,21,Male,1,Swimming,68,College E,Tamil Nadu,3,Great energy and atmosphere!
P8113,Participant_242,21,Male,2,Cycling,52,College C,Kerala,5,Amazing competition!
P8113,Participant_242,21,Male,3,Volleyball,53,College A,Karnataka,1,Had a great time!
P8113,Participant_242,21,Male,4,Volleyball,21,College B,Karnataka,3,Great energy and atmosphere!
P8113,Participant_242,21,Male,5,Archery,80,College D,Kerala,5,Facilities need improvement.
P5859,Participant_876,26,Male,1,Archery,50,College A,Karnataka,1,Great energy and atmosphere!
P5859,Participant_876,26,Male,2,Cycling,94,College B,Karnataka,3,Great energy and atmosphere!
P5859,Participant_876,26,Male,3,Table Tennis,68,College C,Kerala,1,Loved the experience!
P5859,Participant_876,26,Male,4,Table Tennis,68,College A,Karnataka,4,Had a great time!
P5859,Participant_876,26,Male,5,Cycling,62,College A,Karnataka,4,Well managed but could use better timing.
P9101,Participant_827,19,Male,1,Table Tennis,20,College E,Tamil Nadu,4,Loved the experience!
P9101,Participant_827,19,Male,2,Table Tennis,64,College D,Kerala,1,Facilities need improvement.
P9101,Participant_827,19,Male,3,Football,36,College E,Tamil Nadu,4,Great energy and atmosphere!
P9101,Participant_827,19,Male,4,Table Tennis,56,College A,Karnataka,3,Would love more variety in events.
P9101,Participant_827,19,Male,5,Tennis,48,College A,Karnataka,2,Amazing competition!
P2349,Participant_363,24,Female,1,Badminton,79,College D,Kerala,4,Would love more variety in events.
P2349,Participant_363,24,Female,2,Archery,99,College C,Kerala,2,Amazing competition!
P2349,Participant_363,24,Female,3,Volleyball,42,College A,Karnataka,5,Great energy and atmosphere!
P2349,Participant_363,24,Female,4,Football,70,College B,Karnataka,4,Loved the experience!
P2349,Participant_363,24,Female,5,Cycling,91,College C,Kerala,5,Enjoyed every moment!
P8435,Participant_534,19,Male,1,Running,20,College F,Andhra Pradesh,3,Had a great time!
P8435,Participant_534,19,Male,2,Table Tennis,14,College B,Karnataka,4,Facilities need improvement.
P8435,Participant_534,19,Male,3,Volleyball,89,College D,Kerala,2,Facilities need improvement.
P8435,Participant_534,19,Male,4,Swimming,49,College B,Karnataka,4,Loved the experience!
P8435,Participant_534,19,Male,5,Tennis,19,College F,Andhra Pradesh,4,Loved the experience!
P1351,Participant_711,18,Other,1,Archery,95,College A,Karnataka,4,Could be better organized.
P1351,Participant_711,18,Other,2,Basketball,68,College C,Kerala,1,Loved the experience!
P1351,Participant_711,18,Other,3,Basketball,34,College D,Kerala,2,Great energy and atmosphere!
P1351,Participant_711,18,Other,4,Basketball,33,College E,Tamil Nadu,2,Great energy and atmosphere!
P1351,Participant_711,18,Other,5,Table Tennis,90,College A,Karnataka,3,Great energy and atmosphere!
P5246,Participant_858,24,Other,1,Archery,66,College A,Karnataka,5,Well managed but could use better timing.
P5246,Participant_858,24,Other,2,Cycling,5,College E,Tamil Nadu,3,Would love more variety in events.
P5246,Participant_858,24,Other,3,Running,71,College F,Andhra Pradesh,1,Had a great time!
P5246,Participant_858,24,Other,4,Archery,16,College C,Kerala,2,Well managed but could use better timing.
P5246,Participant_858,24,Other,5,Cycling,75,College D,Kerala,1,Looking forward to next time.
P4644,Participant_834,23,Female,1,Swimming,10,College C,Kerala,1,Loved the experience!
P4644,Participant_834,23,Female,2,Running,17,College C,Kerala,2,Well managed but could use better timing.
P4644,Participant_834,23,Female,3,Table Tennis,96,College A,Karnataka,1,Great energy and atmosphere!
P4644,Participant_834,23,Female,4,Tennis,60,College C,Kerala,4,Could be better organized.
P4644,Participant_834,23,Female,5,Football,96,College A,Karnataka,5,Would love more variety in events.
P8347,Participant_682,22,Other,1,Basketball,57,College C,Kerala,4,Facilities need improvement.
P8347,Participant_682,22,Other,2,Cycling,77,College F,Andhra Pradesh,2,Facilities need improvement.
P8347,Participant_682,22,Other,3,Volleyball,23,College C,Kerala,1,Looking forward to next time.
P8347,Participant_682,22,Other,4,Football,65,College E,Tamil Nadu,4,Enjoyed every moment!
P8347,Participant_682,22,Other,5,Badminton,45,College C,Kerala,2,Looking forward to next time.
P6421,Participant_276,21,Other,1,Football,14,College B,Karnataka,3,Amazing competition!
P6421,Participant_276,21,Other,2,Basketball,84,College B,Karnataka,1,Facilities need improvement.
P6421,Participant_276,21,Other,3,Basketball,34,College B,Karnataka,2,Could be better organized.
P6421,Participant_276,21,Other,4,Badminton,87,College F,Andhra Pradesh,2,Loved the experience!
P6421,Participant_276,21,Other,5,Basketball,39,College B,Karnataka,3,Well managed but could use better timing.
P5709,Participant_410,19,Female,1,Volleyball,36,College E,Tamil Nadu,4,Looking forward to next time.
P5709,Participant_410,19,Female,2,Football,76,College D,Kerala,1,Amazing competition!
P5709,Participant_410,19,Female,3,Cycling,70,College F,Andhra Pradesh,4,Enjoyed every moment!
P5709,Participant_410,19,Female,4,Badminton,60,College E,Tamil Nadu,1,Well managed but could use better timing.
P5709,Participant_410,19,Female,5,Cycling,30,College A,Karnataka,1,Had a great time!
P2151,Participant_219,24,Female,1,Running,71,College B,Karnataka,1,Had a great time!
P2151,Participant_219,24,Female,2,Tennis,82,College B,Karnataka,5,Amazing competition!
P2151,Participant_219,24,Female,3,Running,88,College F,Andhra Pradesh,2,Enjoyed every moment!
P2151,Participant_219,24,Female,4,Archery,96,College B,Karnataka,4,Enjoyed every moment!
P2151,Participant_219,24,Female,5,Badminton,72,College A,Karnataka,5,Well managed but could use better timing.
P8234,Participant_968,18,Male,1,Table Tennis,91,College E,Tamil Nadu,5,Well managed but could use better timing.
P8234,Participant_968,18,Male,2,Swimming,31,College C,Kerala,2,Well managed but could use better timing.
P8234,Participant_968,18,Male,3,Table Tennis,20,College E,Tamil Nadu,2,Could be better organized.
P8234,Participant_968,18,Male,4,Volleyball,25,College C,Kerala,2,Had a great time!
P8234,Participant_968,18,Male,5,Basketball,42,College C,Kerala,2,Had a great time!
P5370,Participant_904,23,Male,1,Swimming,62,College F,Andhra Pradesh,2,Would love more variety in events.
P5370,Participant_904,23,Male,2,Tennis,18,College F,Andhra Pradesh,4,Facilities need improvement.
P5370,Participant_904,23,Male,3,Tennis,12,College A,Karnataka,3,Great energy and atmosphere!
P5370,Participant_904,23,Male,4,Basketball,31,College C,Kerala,1,Had a great time!
P5370,Participant_904,23,Male,5,Table Tennis,42,College F,Andhra Pradesh,2,Amazing competition!
P6440,Participant_382,18,Female,1,Football,48,College E,Tamil Nadu,1,Well managed but could use better timing.
P6440,Participant_382,18,Female,2,Archery,26,College A,Karnataka,1,Great energy and atmosphere!
P6440,Participant_382,18,Female,3,Basketball,2,College E,Tamil Nadu,3,Could be better organized.
P6440,Participant_382,18,Female,4,Running,19,College C,Kerala,3,Well managed but could use better timing.
P6440,Participant_382,18,Female,5,Cycling,29,College E,Tamil Nadu,5,Well managed but could use better timing.
P3705,Participant_401,20,Other,1,Cycling,3,College C,Kerala,1,Great energy and atmosphere!
P3705,Participant_401,20,Other,2,Running,36,College E,Tamil Nadu,5,Loved the experience!
P3705,Participant_401,20,Other,3,Table Tennis,78,College F,Andhra Pradesh,4,Facilities need improvement.
P3705,Participant_401,20,Other,4,Archery,92,College A,Karnataka,2,Loved the experience!
P3705,Participant_401,20,Other,5,Volleyball,23,College E,Tamil Nadu,2,Loved the experience!
P5836,Participant_218,20,Other,1,Archery,26,College E,Tamil Nadu,1,Had a great time!
P5836,Participant_218,20,Other,2,Basketball,59,College C,Kerala,4,Looking forward to next time.
P5836,Participant_218,20,Other,3,Swimming,81,College A,Karnataka,1,Would love more variety in events.
P5836,Participant_218,20,Other,4,Running,67,College B,Karnataka,2,Looking forward to next time.
P5836,Participant_218,20,Other,5,Badminton,18,College C,Kerala,2,Could be better organized.
P3193,Participant_872,21,Female,1,Cycling,62,College B,Karnataka,1,Great energy and atmosphere!
P3193,Participant_872,21,Female,2,Table Tennis,79,College E,Tamil Nadu,4,Great energy and atmosphere!
P3193,Participant_872,21,Female,3,Badminton,63,College D,Kerala,4,Loved the experience!
P3193,Participant_872,21,Female,4,Swimming,49,College A,Karnataka,1,Enjoyed every moment!
P3193,Participant_872,21,Female,5,Archery,86,College B,Karnataka,3,Could be better organized.
P1684,Participant_760,22,Other,1,Basketball,42,College C,Kerala,5,Loved the experience!
P1684,Participant_760,22,Other,2,Football,92,College D,Kerala,3,Enjoyed every moment!
P1684,Participant_760,22,Other,3,Archery,52,College C,Kerala,1,Facilities need improvement.
P1684,Participant_760,22,Other,4,Badminton,35,College C,Kerala,5,Looking forward to next time.
P1684,Participant_760,22,Other,5,Archery,19,College D,Kerala,3,Had a great time!
P8412,Participant_268,19,Other,1,Badminton,18,College E,Tamil Nadu,2,Had a great time!
P8412,Participant_268,19,Other,2,Cycling,31,College C,Kerala,5,Amazing competition!
P8412,Participant_268,19,Other,3,Basketball,44,College B,Karnataka,2,Amazing competition!
P8412,Participant_268,19,Other,4,Volleyball,48,College F,Andhra Pradesh,4,Enjoyed every moment!
P8412,Participant_268,19,Other,5,Archery,37,College C,Kerala,2,Great energy and atmosphere!
P1594,Participant_840,18,Other,1,Table Tennis,84,College F,Andhra Pradesh,2,Looking forward to next time.
P1594,Participant_840,18,Other,2,Swimming,89,College B,Karnataka,1,Great energy and atmosphere!
P1594,Participant_840,18,Other,3,Cycling,98,College D,Kerala,4,Loved the experience!
P1594,Participant_840,18,Other,4,Swimming,19,College D,Kerala,2,Would love more variety in events.
P1594,Participant_840,18,Other,5,Cycling,66,College C,Kerala,2,Well managed but could use better timing.
P9265,Participant_573,22,Female,1,Running,61,College A,Karnataka,2,Loved the experience!
P9265,Participant_573,22,Female,2,Tennis,52,College F,Andhra Pradesh,5,Loved the experience!
P9265,Participant_573,22,Female,3,Archery,91,College B,Karnataka,1,Could be better organized.
P9265,Participant_573,22,Female,4,Badminton,100,College C,Kerala,4,Enjoyed every moment!
P9265,Participant_573,22,Female,5,Swimming,45,College C,Kerala,4,Facilities need improvement.
P8053,Participant_134,26,Male,1,Basketball,11,College C,Kerala,1,Loved the experience!
P8053,Participant_134,26,Male,2,Archery,38,College E,Tamil Nadu,2,Enjoyed every moment!
P8053,Participant_134,26,Male,3,Archery,4,College A,Karnataka,1,Would love more variety in events.
P8053,Participant_134,26,Male,4,Basketball,71,College D,Kerala,2,Could be better organized.
P8053,Participant_134,26,Male,5,Table Tennis,34,College C,Kerala,1,Looking forward to next time.
P6590,Participant_298,25,Female,1,Badminton,90,College C,Kerala,2,Great energy and atmosphere!
P6590,Participant_298,25,Female,2,Archery,95,College B,Karnataka,2,Enjoyed every moment!
P6590,Participant_298,25,Female,3,Basketball,60,College A,Karnataka,5,Looking forward to next time.
P6590,Participant_298,25,Female,4,Archery,61,College D,Kerala,5,Loved the experience!
P6590,Participant_298,25,Female,5,Basketball,45,College E,Tamil Nadu,5,Facilities need improvement.
P5375,Participant_214,19,Male,1,Football,5,College D,Kerala,3,Enjoyed every moment!
P5375,Participant_214,19,Male,2,Badminton,55,College F,Andhra Pradesh,1,Amazing competition!
P5375,Participant_214,19,Male,3,Basketball,85,College A,Karnataka,2,Loved the experience!
P5375,Participant_214,19,Male,4,Archery,97,College B,Karnataka,4,Facilities need improvement.
P5375,Participant_214,19,Male,5,Tennis,80,College B,Karnataka,1,Had a great time!
P1994,Participant_985,20,Male,1,Tennis,73,College C,Kerala,5,Loved the experience!
P1994,Participant_985,20,Male,2,Football,12,College D,Kerala,3,Great energy and atmosphere!
P1994,Participant_985,20,Male,3,Football,3,College C,Kerala,5,Well managed but could use better timing.
P1994,Participant_985,20,Male,4,Basketball,13,College B,Karnataka,3,Well managed but could use better timing.
P1994,Participant_985,20,Male,5,Running,66,College C,Kerala,2,Great energy and atmosphere!
P2808,Participant_315,26,Female,1,Swimming,100,College A,Karnataka,2,Well managed but could use better timing.
P2808,Participant_315,26,Female,2,Basketball,11,College F,Andhra Pradesh,1,Great energy and atmosphere!
P2808,Participant_315,26,Female,3,Football,69,College E,Tamil Nadu,4,Could be better organized.
P2808,Participant_315,26,Female,4,Swimming,66,College B,Karnataka,4,Enjoyed every moment!
P2808,Participant_315,26,Female,5,Archery,40,College C,Kerala,3,Amazing competition!
P5596,Participant_498,18,Male,1,Volleyball,57,College C,Kerala,4,Great energy and atmosphere!
P5596,Participant_498,18,Male,2,Running,52,College D,Kerala,5,Enjoyed every moment!
P5596,Participant_498,18,Male,3,Running,13,College D,Kerala,1,Facilities need improvement.
P5596,Participant_498,18,Male,4,Volleyball,42,College A,Karnataka,3,Great energy and atmosphere!
P5596,Participant_498,18,Male,5,Football,88,College D,Kerala,1,Well managed but could use better timing.
P1050,Participant_329,24,Other,1,Cycling,96,College B,Karnataka,1,Great energy and atmosphere!
P1050,Participant_329,24,Other,2,Table Tennis,96,College A,Karnataka,4,Amazing competition!
P1050,Participant_329,24,Other,3,Tennis,7,College D,Kerala,2,Loved the experience!
P1050,Participant_329,24,Other,4,Tennis,46,College A,Karnataka,3,Would love more variety in events.
P1050,Participant_329,24,Other,5,Badminton,30,College A,Karnataka,4,Amazing competition!
P8064,Participant_557,25,Other,1,Basketball,8,College E,Tamil Nadu,2,Well managed but could use better timing.
P8064,Participant_557,25,Other,2,Basketball,92,College F,Andhra Pradesh,3,Amazing competition!
P8064,Participant_557,25,Other,3,Running,97,College C,Kerala,4,Had a great time!
P8064,Participant_557,25,Other,4,Running,13,College A,Karnataka,5,Loved the experience!
P8064,Participant_557,25,Other,5,Archery,27,College C,Kerala,2,Looking forward to next time.
P9619,Participant_233,19,Male,1,Running,92,College C,Kerala,4,Amazing competition!
P9619,Participant_233,19,Male,2,Running,93,College C,Kerala,4,Had a great time!
P9619,Participant_233,19,Male,3,Badminton,74,College E,Tamil Nadu,3,Had a great time!
P9619,Participant_233,19,Male,4,Basketball,13,College B,Karnataka,4,Enjoyed every moment!
P9619,Participant_233,19,Male,5,Badminton,74,College A,Karnataka,2,Enjoyed every moment!
P8236,Participant_166,24,Male,1,Tennis,74,College A,Karnataka,5,Great energy and atmosphere!
P8236,Participant_166,24,Male,2,Badminton,34,College D,Kerala,4,Well managed but could use better timing.
P8236,Participant_166,24,Male,3,Tennis,56,College D,Kerala,1,Could be better organized.
P8236,Participant_166,24,Male,4,Swimming,59,College F,Andhra Pradesh,4,Great energy and atmosphere!
P8236,Participant_166,24,Male,5,Cycling,43,College C,Kerala,5,Facilities need improvement.
P6386,Participant_620,20,Male,1,Swimming,44,College F,Andhra Pradesh,4,Great energy and atmosphere!
P6386,Participant_620,20,Male,2,Cycling,41,College D,Kerala,1,Loved the experience!
P6386,Participant_620,20,Male,3,Basketball,38,College B,Karnataka,4,Could be better organized.
P6386,Participant_620,20,Male,4,Swimming,75,College A,Karnataka,5,Had a great time!
P6386,Participant_620,20,Male,5,Football,82,College C,Kerala,4,Looking forward to next time.
P9711,Participant_834,22,Male,1,Tennis,4,College C,Kerala,4,Enjoyed every moment!
P9711,Participant_834,22,Male,2,Cycling,19,College E,Tamil Nadu,4,Loved the experience!
P9711,Participant_834,22,Male,3,Table Tennis,58,College C,Kerala,5,Had a great time!
P9711,Participant_834,22,Male,4,Running,91,College C,Kerala,5,Great energy and atmosphere!
P9711,Participant_834,22,Male,5,Basketball,48,College D,Kerala,1,Looking forward to next time.
P7575,Participant_994,25,Female,1,Swimming,74,College E,Tamil Nadu,5,Had a great time!
P7575,Participant_994,25,Female,2,Football,28,College F,Andhra Pradesh,3,Would love more variety in events.
P7575,Participant_994,25,Female,3,Football,28,College F,Andhra Pradesh,1,Facilities need improvement.
P7575,Participant_994,25,Female,4,Cycling,24,College E,Tamil Nadu,2,Had a great time!
P7575,Participant_994,25,Female,5,Swimming,63,College C,Kerala,2,Amazing competition!
P2462,Participant_970,23,Female,1,Volleyball,49,College D,Kerala,5,Well managed but could use better timing.
P2462,Participant_970,23,Female,2,Archery,52,College E,Tamil Nadu,5,Could be better organized.
P2462,Participant_970,23,Female,3,Cycling,14,College F,Andhra Pradesh,3,Enjoyed every moment!
